datetime,solar_rad,air_temp,RH,wind_speed,outer_sapflow,time_of_day,new_sapflow
21/03/2018 19:50,0.0,-0.1,44.559,1.839,-3.62,evening,16.017999999999997
21/03/2018 20:00,0.0,-0.4,45.84,1.57,-3.435,night,16.203
21/03/2018 20:10,0.0,-0.5,46.479,1.179,-3.077,night,16.561
21/03/2018 20:20,0.0,-0.6,47.36,1.66,-1.704,night,17.933999999999997
21/03/2018 20:30,0.0,-0.8,48.318999999999996,1.82,0.038,night,19.676
21/03/2018 20:40,0.0,-0.8,48.56,2.319,0.998,night,20.636
21/03/2018 20:50,0.0,-1.0,49.68,1.679,0.6779999999999999,night,20.316
21/03/2018 21:00,0.0,-1.2,50.479,1.75,0.214,night,19.851999999999997
21/03/2018 21:10,0.0,-1.2990000000000002,51.599,1.66,-0.156,night,19.482
21/03/2018 21:20,0.0,-1.5,52.318999999999996,1.5,-0.449,night,19.188999999999997
21/03/2018 21:30,0.0,-1.6,52.64,1.66,-0.723,night,18.915
21/03/2018 21:40,0.0,-1.6,53.278999999999996,1.399,-0.9179999999999999,night,18.72
21/03/2018 21:50,0.0,-1.7990000000000002,54.4,1.0390000000000001,-1.207,night,18.430999999999997
21/03/2018 22:00,0.0,-1.7990000000000002,54.4,1.429,-1.715,night,17.923
21/03/2018 22:10,0.0,-1.7990000000000002,54.559,1.629,-1.683,night,17.955
21/03/2018 22:20,0.0,-1.899,55.278999999999996,1.48,-1.786,night,17.851999999999997
21/03/2018 22:30,0.0,-2.0,56.0,1.09,-1.82,night,17.817999999999998
21/03/2018 22:40,0.0,-2.299,56.96,0.66,-1.9609999999999999,night,17.677
21/03/2018 22:50,0.0,-2.4,57.12,0.5,-1.8130000000000002,night,17.825
21/03/2018 23:00,0.0,-2.5989999999999998,57.75899999999999,0.349,-2.099,night,17.538999999999998
21/03/2018 23:10,0.0,-2.799,58.07899999999999,0.349,-2.318,night,17.319999999999997
21/03/2018 23:20,0.0,-3.0989999999999998,59.12,0.529,-2.411,night,17.226999999999997
21/03/2018 23:30,0.0,-3.0989999999999998,59.43899999999999,0.45899999999999996,-2.219,night,17.418999999999997
21/03/2018 23:40,0.0,-3.4,61.278999999999996,0.529,-2.374,night,17.264
21/03/2018 23:50,0.0,-3.5,62.4,0.759,-2.307,night,17.331
22/03/2018 00:00,0.0,-3.5989999999999998,63.75899999999999,0.72,-2.39,night,17.247999999999998
22/03/2018 00:10,0.0,-3.799,63.92,0.37,-2.585,night,17.052999999999997
22/03/2018 00:20,0.0,-3.7,63.278999999999996,0.579,-2.738,night,16.9
22/03/2018 00:30,0.0,-3.799,64.23899999999999,0.569,-2.767,night,16.871
22/03/2018 00:40,0.0,-4.0,65.12,0.519,-2.872,night,16.766
22/03/2018 00:50,0.0,-4.099,65.52,0.43,-3.0660000000000003,night,16.572
22/03/2018 01:00,0.0,-4.099,65.59899999999999,0.31,-2.897,night,16.741
22/03/2018 01:10,0.0,-4.0,65.04,0.389,-3.072,night,16.566
22/03/2018 01:20,0.0,-4.099,65.59899999999999,0.27,-3.052,night,16.586
22/03/2018 01:30,0.0,-4.199,65.44,0.289,-3.411,night,16.226999999999997
22/03/2018 01:40,0.0,-4.199,65.76,0.36,-3.47,night,16.168
22/03/2018 01:50,0.0,-4.3,66.72,0.28,-3.495,night,16.142999999999997
22/03/2018 02:00,0.0,-4.099,65.59899999999999,0.45899999999999996,-3.406,night,16.232
22/03/2018 02:10,0.0,-4.5,68.559,0.66,-3.431,night,16.206999999999997
22/03/2018 02:20,0.0,-4.4,68.8,0.779,-3.589,night,16.049
22/03/2018 02:30,0.0,-4.4,69.279,0.419,-3.513,night,16.125
22/03/2018 02:40,0.0,-4.3,68.08,0.31,-3.392,night,16.246
22/03/2018 02:50,0.0,-4.4,68.15899999999999,0.349,-3.535,night,16.102999999999998
22/03/2018 03:00,0.0,-4.4,68.4,0.37,-3.47,night,16.168
22/03/2018 03:10,0.0,-4.5,69.039,0.289,-3.435,night,16.203
22/03/2018 03:20,0.0,-4.5,68.8,0.37,-3.6510000000000002,night,15.986999999999998
22/03/2018 03:30,0.0,-4.599,68.559,0.379,-3.699,night,15.938999999999998
22/03/2018 03:40,0.0,-4.599,69.039,0.409,-3.6630000000000003,night,15.974999999999998
22/03/2018 03:50,0.0,-4.699,69.36,0.519,-3.694,night,15.943999999999999
22/03/2018 04:00,0.0,-4.8,69.919,0.37,-3.72,night,15.917999999999997
22/03/2018 04:10,0.0,-4.8,69.84,0.49,-3.56,night,16.078
22/03/2018 04:20,0.0,-4.9,70.319,0.419,-3.596,night,16.041999999999998
22/03/2018 04:30,0.0,-5.0,70.72,0.36,-3.654,night,15.983999999999998
22/03/2018 04:40,0.0,-5.099,70.56,0.519,-3.612,night,16.025999999999996
22/03/2018 04:50,0.0,-5.4,71.68,0.62,-3.734,night,15.903999999999998
22/03/2018 05:00,0.0,-5.099,70.319,0.81,-3.705,night,15.932999999999998
22/03/2018 05:10,0.0,-5.099,70.72,0.589,-3.7760000000000002,night,15.861999999999998
22/03/2018 05:20,0.0,-5.099,71.12,0.519,-3.78,night,15.857999999999999
22/03/2018 05:30,0.0,-5.099,71.04,0.6990000000000001,-3.736,night,15.901999999999997
22/03/2018 05:40,0.0,-5.3,72.319,0.419,-3.615,night,16.022999999999996
22/03/2018 05:50,0.0,-5.3,71.59899999999999,0.469,-4.124,night,15.514
22/03/2018 06:00,0.0,-5.599,72.959,0.34,-4.14,morning,15.497999999999998
22/03/2018 06:10,0.0,-5.4,70.639,0.319,-4.22,morning,15.418
22/03/2018 06:20,0.0,-5.4,70.96,0.3,-4.351,morning,15.286999999999999
22/03/2018 06:30,0.0,-5.4,71.199,0.27,-4.385,morning,15.252999999999998
22/03/2018 06:40,0.0,-5.599,71.59899999999999,0.28,-4.346,morning,15.291999999999998
22/03/2018 06:50,1.0,-5.5,70.87899999999999,0.56,-4.38,morning,15.258
22/03/2018 07:00,7.0,-5.3,70.319,0.87,-4.537,morning,15.100999999999999
22/03/2018 07:10,14.0,-5.3,71.919,0.579,-4.516,morning,15.121999999999998
22/03/2018 07:20,32.0,-5.199,73.039,0.509,-4.668,morning,14.969999999999999
22/03/2018 07:30,46.0,-5.099,74.87899999999999,0.409,-4.908,morning,14.729999999999997
22/03/2018 07:40,92.0,-4.8,76.8,0.54,-5.007,morning,14.630999999999998
22/03/2018 07:50,118.0,-4.5,80.08,0.569,-5.349,morning,14.288999999999998
22/03/2018 08:00,145.0,-4.0,79.12,0.56,-5.412000000000001,morning,14.225999999999997
22/03/2018 08:10,170.0,-3.4,76.479,0.529,-5.86,morning,13.777999999999999
22/03/2018 08:20,198.0,-2.799,72.559,1.0090000000000001,-7.5920000000000005,morning,12.045999999999998
22/03/2018 08:30,228.0,-2.2,68.639,1.22,-8.051,morning,11.586999999999998
22/03/2018 08:40,255.0,-1.6,65.52,1.2,-6.997999999999999,morning,12.639999999999999
22/03/2018 08:50,284.0,-1.0,62.08,1.58,-5.689,morning,13.948999999999998
22/03/2018 09:00,333.0,-0.5,58.559,1.49,-5.132000000000001,morning,14.505999999999997
22/03/2018 09:10,385.0,0.1,56.96,1.22,-5.001,morning,14.636999999999997
22/03/2018 09:20,419.0,0.5,54.479,1.61,-4.918,morning,14.719999999999999
22/03/2018 09:30,447.0,0.6990000000000001,52.08,2.539,-4.91,morning,14.727999999999998
22/03/2018 09:40,468.0,0.899,50.56,1.95,-5.122999999999999,morning,14.514999999999999
22/03/2018 09:50,496.0,1.399,48.958999999999996,1.33,-5.166,morning,14.471999999999998
22/03/2018 10:00,523.0,2.0,46.56,0.9890000000000001,-5.145,morning,14.492999999999999
22/03/2018 10:10,548.0,1.899,45.04,1.639,-5.096,morning,14.541999999999998
22/03/2018 10:20,573.0,2.4,41.519,1.2790000000000001,-5.3420000000000005,morning,14.295999999999998
22/03/2018 10:30,599.0,2.5989999999999998,39.84,2.569,-5.405,morning,14.232999999999997
22/03/2018 10:40,625.0,2.799,37.68,2.49,-5.779,morning,13.858999999999998
22/03/2018 10:50,648.0,3.299,37.119,2.24,-5.867999999999999,morning,13.77
22/03/2018 11:00,670.0,3.0989999999999998,36.4,2.4,-6.416,morning,13.221999999999998
22/03/2018 11:10,691.0,3.5,34.719,2.47,-6.334,morning,13.303999999999998
22/03/2018 11:20,711.0,3.7,33.12,2.569,-6.8,morning,12.837999999999997
22/03/2018 11:30,729.0,4.099,31.919,2.16,-6.862,morning,12.775999999999998
22/03/2018 11:40,742.0,4.0,31.6,2.8689999999999998,-6.9110000000000005,morning,12.726999999999997
22/03/2018 11:50,756.0,4.699,29.439,2.5789999999999997,-6.821000000000001,morning,12.816999999999997
22/03/2018 12:00,769.0,5.0,29.039,2.67,-6.93,afternoon,12.707999999999998
22/03/2018 12:10,778.0,5.4,28.08,2.519,-6.763999999999999,afternoon,12.873999999999999
22/03/2018 12:20,790.0,5.099,27.52,2.43,-6.849,afternoon,12.788999999999998
22/03/2018 12:30,797.0,5.099,26.799,3.4,-6.78,afternoon,12.857999999999997
22/03/2018 12:40,801.0,5.099,25.76,2.6189999999999998,-6.591,afternoon,13.046999999999997
22/03/2018 12:50,803.0,5.8,25.52,1.5090000000000001,-6.6129999999999995,afternoon,13.024999999999999
22/03/2018 13:00,805.0,6.099,25.12,3.029,-6.278,afternoon,13.36
22/03/2018 13:10,804.0,5.699,24.879,3.359,-5.947,afternoon,13.690999999999999
22/03/2018 13:20,802.0,6.199,24.399,1.7890000000000001,-5.805,afternoon,13.832999999999998
22/03/2018 13:30,798.0,6.599,24.799,1.74,-6.4879999999999995,afternoon,13.149999999999999
22/03/2018 13:40,793.0,6.8,24.079,1.919,-5.829,afternoon,13.808999999999997
22/03/2018 13:50,787.0,7.0,24.479,2.529,-5.856,afternoon,13.781999999999998
22/03/2018 14:00,779.0,6.5,24.159000000000002,2.079,-6.431,afternoon,13.206999999999997
22/03/2018 14:10,768.0,7.099,23.44,1.979,-5.957000000000001,afternoon,13.680999999999997
22/03/2018 14:20,756.0,7.8,23.599,1.58,-5.895,afternoon,13.742999999999999
22/03/2018 14:30,740.0,8.0,23.28,1.679,-5.893,afternoon,13.744999999999997
22/03/2018 14:40,724.0,8.1,23.44,1.77,-5.696000000000001,afternoon,13.941999999999997
22/03/2018 14:50,705.0,8.0,23.119,2.22,-5.433,afternoon,14.204999999999998
22/03/2018 15:00,668.0,8.199,22.399,1.629,-5.176,afternoon,14.461999999999998
22/03/2018 15:10,653.0,8.8,21.76,1.889,-4.967,afternoon,14.671
22/03/2018 15:20,627.0,8.399,22.159000000000002,2.329,-4.971,afternoon,14.666999999999998
22/03/2018 15:30,573.0,8.3,22.0,2.109,-4.949,afternoon,14.688999999999998
22/03/2018 15:40,530.0,8.0,21.92,2.75,-4.797,afternoon,14.840999999999998
22/03/2018 15:50,522.0,8.5,21.84,1.639,-4.856,afternoon,14.781999999999998
22/03/2018 16:00,494.0,7.8,22.56,3.5989999999999998,-4.918,afternoon,14.719999999999999
22/03/2018 16:10,465.0,8.199,21.68,2.15,-4.365,afternoon,15.272999999999998
22/03/2018 16:20,434.0,7.9,22.56,2.75,-4.595,afternoon,15.043
22/03/2018 16:30,409.0,8.399,21.92,1.8090000000000002,-4.697,afternoon,14.940999999999999
22/03/2018 16:40,378.0,8.399,22.32,1.929,-4.276,afternoon,15.361999999999998
22/03/2018 16:50,348.0,8.699,22.159000000000002,1.6,-4.363,afternoon,15.274999999999999
22/03/2018 17:00,323.0,8.399,22.88,2.359,-4.434,evening,15.203999999999997
22/03/2018 17:10,302.0,8.5,22.32,1.96,-4.181,evening,15.456999999999997
22/03/2018 17:20,273.0,8.6,22.479,2.109,-4.144,evening,15.493999999999998
22/03/2018 17:30,243.0,8.399,22.32,1.48,-3.861,evening,15.776999999999997
22/03/2018 17:40,215.0,9.1,21.92,1.5190000000000001,-4.129,evening,15.508999999999999
22/03/2018 17:50,185.0,8.8,22.639,1.639,-4.127,evening,15.511
22/03/2018 18:00,159.0,8.5,22.799,2.49,-4.082,evening,15.555999999999997
22/03/2018 18:10,130.0,8.399,22.639,1.929,-4.197,evening,15.440999999999999
22/03/2018 18:20,101.0,8.199,23.039,1.7890000000000001,-3.515,evening,16.122999999999998
22/03/2018 18:30,75.0,7.3,24.96,2.079,-2.943,evening,16.694999999999997
22/03/2018 18:40,53.0,6.5,26.08,2.92,-2.838,evening,16.799999999999997
22/03/2018 18:50,29.0,6.0,26.799,2.529,-2.898,evening,16.74
22/03/2018 19:00,13.0,5.5,27.279,3.0589999999999997,-3.242,evening,16.395999999999997
22/03/2018 19:10,5.0,5.199,27.6,2.7889999999999997,-3.1189999999999998,evening,16.519
22/03/2018 19:20,1.0,4.5,28.56,2.069,-3.2760000000000002,evening,16.362
22/03/2018 19:30,0.0,4.0,29.2,1.75,-3.2460000000000004,evening,16.391999999999996
22/03/2018 19:40,0.0,3.5989999999999998,29.84,1.899,-3.366,evening,16.272
22/03/2018 19:50,0.0,3.4,30.32,1.899,-3.2569999999999997,evening,16.381
22/03/2018 20:00,0.0,3.0989999999999998,30.96,1.77,-3.34,night,16.298
22/03/2018 20:10,0.0,2.799,31.36,1.46,-3.457,night,16.180999999999997
22/03/2018 20:20,0.0,2.5,31.919,1.429,-3.3789999999999996,night,16.259
22/03/2018 20:30,0.0,2.299,33.36,1.839,-3.5389999999999997,night,16.098999999999997
22/03/2018 20:40,0.0,2.299,34.079,1.66,-3.58,night,16.058
22/03/2018 20:50,0.0,2.0,34.4,1.409,-3.583,night,16.055
23/03/2018 08:30,262.0,0.4,63.92,2.38,-4.864,morning,14.773999999999997
23/03/2018 08:40,298.0,0.8,60.64,3.13,-4.927,morning,14.710999999999999
23/03/2018 08:50,312.0,1.2990000000000002,57.44,2.63,-4.95,morning,14.687999999999999
23/03/2018 09:00,343.0,1.899,54.958999999999996,2.42,-5.0169999999999995,morning,14.620999999999999
23/03/2018 09:10,376.0,2.099,51.84,2.75,-5.325,morning,14.312999999999999
23/03/2018 09:20,407.0,2.299,50.479,2.509,-5.547999999999999,morning,14.09
23/03/2018 09:30,438.0,2.5989999999999998,49.04,2.7689999999999997,-5.507000000000001,morning,14.130999999999997
23/03/2018 09:40,470.0,2.799,47.76,3.0,-5.6610000000000005,morning,13.976999999999997
23/03/2018 09:50,502.0,3.0989999999999998,45.599,3.22,-5.891,morning,13.746999999999998
23/03/2018 10:00,531.0,3.299,44.318999999999996,3.429,-5.976,morning,13.661999999999999
23/03/2018 10:10,559.0,3.299,43.68,3.3289999999999997,-6.351,morning,13.286999999999999
23/03/2018 10:20,587.0,3.799,42.56,2.819,-6.52,morning,13.117999999999999
23/03/2018 10:30,610.0,4.0,42.08,3.0789999999999997,-6.541,morning,13.096999999999998
23/03/2018 10:40,594.0,4.0,41.43899999999999,2.66,-6.544,morning,13.093999999999998
23/03/2018 10:50,656.0,4.699,40.72,2.75,-6.601,morning,13.036999999999999
23/03/2018 11:00,668.0,4.0,42.398999999999994,3.64,-6.4879999999999995,morning,13.149999999999999
23/03/2018 11:10,702.0,4.4,41.36,3.5989999999999998,-6.644,morning,12.993999999999998
23/03/2018 11:20,719.0,4.599,40.479,2.96,-6.167000000000001,morning,13.470999999999997
23/03/2018 11:30,735.0,4.3,39.84,3.8689999999999998,-6.244,morning,13.393999999999998
23/03/2018 11:40,753.0,4.699,38.4,3.17,-6.247999999999999,morning,13.389999999999999
23/03/2018 11:50,768.0,4.9,37.76,3.2089999999999996,-5.926,morning,13.711999999999998
23/03/2018 12:00,779.0,4.599,37.119,3.91,-5.794,afternoon,13.843999999999998
23/03/2018 12:10,791.0,6.099,34.56,3.089,-5.765,afternoon,13.872999999999998
23/03/2018 12:20,801.0,5.5,36.08,3.279,-5.705,afternoon,13.932999999999998
23/03/2018 12:30,806.0,5.0,35.92,3.359,-5.669,afternoon,13.968999999999998
23/03/2018 12:40,816.0,5.3,35.52,3.41,-5.481,afternoon,14.156999999999998
23/03/2018 12:50,825.0,5.3,35.2,3.54,-5.5920000000000005,afternoon,14.045999999999998
23/03/2018 13:00,828.0,5.699,34.479,3.94,-5.483,afternoon,14.154999999999998
23/03/2018 13:10,823.0,5.699,34.479,3.3489999999999998,-4.937,afternoon,14.700999999999997
23/03/2018 13:20,806.0,5.3,34.479,3.5189999999999997,-4.87,afternoon,14.767999999999997
23/03/2018 13:30,807.0,5.8,34.159,3.4,-5.106,afternoon,14.531999999999998
23/03/2018 13:40,789.0,5.5,34.719,3.54,-4.324,afternoon,15.313999999999998
23/03/2018 13:50,788.0,5.699,34.319,3.2689999999999997,-4.208,afternoon,15.429999999999998
23/03/2018 14:00,781.0,5.5,35.28,4.659,-4.755,afternoon,14.883
23/03/2018 14:10,779.0,5.4,35.36,3.549,-4.687,afternoon,14.950999999999997
23/03/2018 14:20,724.0,5.3,35.52,3.609,-4.073,afternoon,15.564999999999998
23/03/2018 14:30,706.0,5.9,34.879,3.1189999999999998,-4.309,afternoon,15.328999999999997
23/03/2018 14:40,717.0,5.4,34.959,4.0,-4.226,afternoon,15.411999999999999
23/03/2018 14:50,659.0,5.3,34.799,3.589,-3.978,afternoon,15.659999999999998
23/03/2018 15:00,669.0,5.3,34.239000000000004,3.75,-3.7260000000000004,afternoon,15.911999999999997
23/03/2018 15:10,578.0,5.199,33.919000000000004,3.5,-3.97,afternoon,15.667999999999997
23/03/2018 15:20,629.0,5.599,32.239000000000004,3.39,-3.766,afternoon,15.871999999999998
23/03/2018 15:30,579.0,5.5,32.4,3.509,-3.843,afternoon,15.794999999999998
23/03/2018 15:40,562.0,5.3,31.6,3.069,-4.146,afternoon,15.491999999999997
23/03/2018 15:50,540.0,5.0,32.079,3.759,-4.011,afternoon,15.626999999999999
23/03/2018 16:00,411.0,4.699,32.0,3.9589999999999996,-3.6039999999999996,afternoon,16.034
23/03/2018 16:10,466.0,4.4,32.0,4.659,-3.904,afternoon,15.733999999999998
23/03/2018 16:20,361.0,4.199,32.079,4.75,-3.1630000000000003,afternoon,16.474999999999998
23/03/2018 16:30,305.0,4.199,32.0,3.67,-3.6510000000000002,afternoon,15.986999999999998
23/03/2018 16:40,365.0,4.0,33.52,3.8289999999999997,-3.747,afternoon,15.890999999999998
23/03/2018 16:50,302.0,3.799,34.079,4.75,-3.364,afternoon,16.273999999999997
23/03/2018 17:00,254.0,3.5,34.319,4.829,-3.201,evening,16.436999999999998
23/03/2018 17:10,221.0,3.4,34.479,3.3289999999999997,-3.4810000000000003,evening,16.156999999999996
23/03/2018 17:20,213.0,3.299,34.879,3.3089999999999997,-3.4219999999999997,evening,16.215999999999998
23/03/2018 17:30,227.0,3.0989999999999998,35.28,3.66,-3.111,evening,16.526999999999997
23/03/2018 17:40,155.0,2.799,35.76,4.178999999999999,-3.0239999999999996,evening,16.613999999999997
23/03/2018 17:50,102.0,2.4,36.0,5.559,-3.29,evening,16.348
23/03/2018 18:00,104.0,2.299,35.68,5.059,-3.19,evening,16.447999999999997
23/03/2018 18:10,78.0,2.099,35.599000000000004,4.519,-3.3369999999999997,evening,16.301
23/03/2018 18:20,59.0,2.0,36.559,3.24,-3.218,evening,16.419999999999998
23/03/2018 18:30,44.0,1.7,37.52,5.21,-3.2239999999999998,evening,16.413999999999998
23/03/2018 18:40,29.0,1.6,38.639,4.0,-3.4330000000000003,evening,16.205
23/03/2018 18:50,16.0,1.399,39.76,4.42,-3.391,evening,16.247
23/03/2018 19:00,8.0,1.2,40.24,4.718999999999999,-3.248,evening,16.389999999999997
23/03/2018 19:10,3.0,1.0,41.599,4.849,-3.298,evening,16.339999999999996
23/03/2018 19:20,1.0,0.899,42.48,4.03,-3.634,evening,16.003999999999998
23/03/2018 19:30,0.0,0.6990000000000001,43.36,3.2,-3.39,evening,16.247999999999998
23/03/2018 19:40,0.0,0.5,44.4,2.759,-3.333,evening,16.305
23/03/2018 19:50,0.0,0.4,45.2,3.109,-3.46,evening,16.177999999999997
23/03/2018 20:00,0.0,0.3,45.44,3.16,-3.333,night,16.305
23/03/2018 20:10,0.0,0.2,46.159,3.759,-3.468,night,16.169999999999998
23/03/2018 20:20,0.0,0.1,47.68,3.24,-3.5789999999999997,night,16.058999999999997
23/03/2018 20:30,0.0,0.1,48.239,4.0,-3.5789999999999997,night,16.058999999999997
23/03/2018 20:40,0.0,0.0,49.04,3.74,-3.628,night,16.009999999999998
23/03/2018 20:50,0.0,-0.2,50.24,2.93,-3.4619999999999997,night,16.176
23/03/2018 21:00,0.0,-0.1,50.0,3.42,-3.6839999999999997,night,15.953999999999999
23/03/2018 21:10,0.0,-0.2,50.72,3.339,-3.509,night,16.128999999999998
23/03/2018 21:20,0.0,-0.2,50.879,2.96,-3.372,night,16.266
23/03/2018 21:30,0.0,-0.2,51.04,2.94,-3.3989999999999996,night,16.238999999999997
23/03/2018 21:40,0.0,-0.1,50.879,2.5,-3.483,night,16.154999999999998
23/03/2018 21:50,0.0,-0.1,51.04,2.329,-3.47,night,16.168
23/03/2018 22:00,0.0,0.0,51.2,2.309,-3.635,night,16.003
23/03/2018 22:10,0.0,0.1,51.68,2.94,-3.662,night,15.975999999999999
23/03/2018 22:20,0.0,0.3,52.799,2.66,-3.9410000000000003,night,15.696999999999997
23/03/2018 22:30,0.0,0.3,53.839,2.69,-3.908,night,15.729999999999999
23/03/2018 22:40,0.0,0.4,54.72,2.69,-3.938,night,15.699999999999998
23/03/2018 22:50,0.0,0.4,55.44,2.73,-3.722,night,15.915999999999999
23/03/2018 23:00,0.0,0.4,56.07899999999999,2.15,-3.8110000000000004,night,15.826999999999998
23/03/2018 23:10,0.0,0.4,56.56,2.259,-3.778,night,15.859999999999998
23/03/2018 23:20,0.0,0.3,56.96,2.319,-3.79,night,15.847999999999999
23/03/2018 23:30,0.0,0.3,57.44,2.24,-3.623,night,16.014999999999997
23/03/2018 23:40,0.0,0.3,57.75899999999999,2.21,-3.571,night,16.066999999999997
23/03/2018 23:50,0.0,0.2,58.318999999999996,1.889,-3.69,night,15.947999999999999
24/03/2018 00:00,0.0,0.4,58.159,2.43,-3.58,night,16.058
24/03/2018 00:10,0.0,0.4,58.318999999999996,2.22,-3.718,night,15.919999999999998
24/03/2018 00:20,0.0,0.4,58.479,2.259,-3.734,night,15.903999999999998
24/03/2018 00:30,0.0,0.4,58.479,2.289,-3.7739999999999996,night,15.863999999999999
24/03/2018 00:40,0.0,0.4,59.12,2.21,-3.8089999999999997,night,15.828999999999999
24/03/2018 00:50,0.0,0.4,59.599,1.979,-3.738,night,15.899999999999999
24/03/2018 01:00,0.0,0.4,59.599,2.19,-3.761,night,15.876999999999999
24/03/2018 01:10,0.0,0.5,59.84,1.82,-3.9010000000000002,night,15.736999999999998
24/03/2018 01:20,0.0,0.5,60.07899999999999,1.45,-3.8680000000000003,night,15.769999999999998
24/03/2018 01:30,0.0,0.5,60.0,1.5190000000000001,-3.8289999999999997,night,15.808999999999997
24/03/2018 01:40,0.0,0.6,60.0,1.58,-3.748,night,15.889999999999997
24/03/2018 01:50,0.0,0.6,59.52,1.87,-3.917,night,15.720999999999998
24/03/2018 02:00,0.0,0.6990000000000001,58.559,2.4,-3.821,night,15.816999999999998
24/03/2018 02:10,0.0,0.8,57.68,2.299,-3.783,night,15.854999999999999
24/03/2018 02:20,0.0,1.0,56.96,2.079,-3.8739999999999997,night,15.764
24/03/2018 02:30,0.0,1.0,56.88,2.109,-3.825,night,15.812999999999999
24/03/2018 02:40,0.0,1.1,56.318999999999996,2.45,-3.6910000000000003,night,15.946999999999997
24/03/2018 02:50,0.0,1.1,55.68,2.319,-3.753,night,15.884999999999998
24/03/2018 03:00,0.0,1.2990000000000002,54.07899999999999,2.63,-3.8,night,15.837999999999997
24/03/2018 03:10,0.0,1.399,52.318999999999996,2.93,-3.917,night,15.720999999999998
24/03/2018 03:20,0.0,1.5,50.958999999999996,2.69,-3.887,night,15.750999999999998
24/03/2018 03:30,0.0,1.7,49.358999999999995,3.13,-3.832,night,15.805999999999997
24/03/2018 03:40,0.0,1.7990000000000002,47.6,2.64,-3.8360000000000003,night,15.801999999999998
24/03/2018 03:50,0.0,1.7990000000000002,45.92,2.72,-3.7689999999999997,night,15.868999999999998
24/03/2018 04:00,0.0,2.0,44.159,3.3689999999999998,-3.8480000000000003,night,15.789999999999997
24/03/2018 04:10,0.0,2.099,42.718999999999994,3.2,-3.875,night,15.762999999999998
24/03/2018 04:20,0.0,2.0,42.398999999999994,2.5,-3.7769999999999997,night,15.860999999999999
24/03/2018 04:30,0.0,2.099,41.919,2.94,-3.8310000000000004,night,15.806999999999999
24/03/2018 04:40,0.0,2.099,40.72,2.98,-3.84,night,15.797999999999998
24/03/2018 04:50,0.0,2.2,39.84,3.16,-3.804,night,15.833999999999998
24/03/2018 05:00,0.0,2.2,39.439,3.16,-3.875,night,15.762999999999998
24/03/2018 05:10,0.0,2.099,39.439,3.4589999999999996,-3.8110000000000004,night,15.826999999999998
24/03/2018 05:20,0.0,2.099,39.279,4.13,-3.807,night,15.830999999999998
24/03/2018 05:30,0.0,2.0,39.68,3.67,-3.7489999999999997,night,15.889
24/03/2018 05:40,0.0,2.099,39.519,4.388999999999999,-3.804,night,15.833999999999998
24/03/2018 05:50,0.0,2.2,39.04,4.82,-3.674,night,15.963999999999999
24/03/2018 06:00,0.0,2.2,38.319,5.55,-3.736,morning,15.901999999999997
24/03/2018 06:10,0.0,2.0,39.519,3.42,-3.699,morning,15.938999999999998
24/03/2018 06:20,0.0,1.899,40.159,4.019,-3.78,morning,15.857999999999999
24/03/2018 06:30,0.0,1.7990000000000002,39.2,4.53,-3.6260000000000003,morning,16.011999999999997
24/03/2018 06:40,0.0,1.7990000000000002,38.879,4.73,-3.6889999999999996,morning,15.948999999999998
24/03/2018 06:50,1.0,1.7990000000000002,38.72,5.28,-3.6660000000000004,morning,15.971999999999998
24/03/2018 07:00,5.0,1.7990000000000002,38.959,5.07,-3.636,morning,16.002
24/03/2018 07:10,10.0,1.7,39.04,5.28,-3.7710000000000004,morning,15.866999999999997
24/03/2018 07:20,13.0,1.6,41.278999999999996,4.4,-3.68,morning,15.957999999999998
24/03/2018 07:30,15.0,1.6,41.599,4.968999999999999,-3.6189999999999998,morning,16.019
24/03/2018 07:40,16.0,1.5,42.159,4.63,-3.51,morning,16.128
24/03/2018 07:50,17.0,1.399,42.56,5.638999999999999,-3.738,morning,15.899999999999999
24/03/2018 08:00,18.0,1.2990000000000002,42.638999999999996,5.559,-3.76,morning,15.877999999999998
24/03/2018 08:10,21.0,1.2990000000000002,43.36,4.75,-3.6860000000000004,morning,15.951999999999998
24/03/2018 08:20,30.0,1.2,44.07899999999999,4.638999999999999,-3.8819999999999997,morning,15.755999999999998
24/03/2018 08:30,46.0,1.2,44.479,4.789,-3.61,morning,16.028
24/03/2018 08:40,69.0,1.2,43.84,5.599,-3.738,morning,15.899999999999999
24/03/2018 08:50,91.0,1.2,43.68,5.28,-3.75,morning,15.887999999999998
24/03/2018 09:00,103.0,1.2,43.68,5.11,-3.7689999999999997,morning,15.868999999999998
24/03/2018 09:10,111.0,1.2,44.318999999999996,4.519,-3.7889999999999997,morning,15.848999999999998
24/03/2018 09:20,95.0,1.1,44.318999999999996,4.409,-3.66,morning,15.977999999999998
24/03/2018 09:30,94.0,1.1,44.239,5.138999999999999,-3.8289999999999997,morning,15.808999999999997
24/03/2018 09:40,94.0,1.2,44.159,4.57,-3.637,morning,16.000999999999998
24/03/2018 09:50,95.0,1.0,46.07899999999999,4.92,-3.705,morning,15.932999999999998
24/03/2018 10:00,103.0,0.899,46.638999999999996,4.61,-3.928,morning,15.709999999999997
24/03/2018 10:10,103.0,0.899,46.799,3.74,-3.717,morning,15.920999999999998
24/03/2018 10:20,106.0,0.899,47.119,4.489,-3.739,morning,15.898999999999997
